Abacus	अकगणक
Subject_to_verification	सत्यापित_हो_जाने_की_शर्त_पर
Subjects_for_Discussion	चर्चा_के_लिए_विषय
Submission	प्रस्तुत_करना__निवेदन
Supplementary_List	अनुपूरक_सूची
Supplementary_Questions	अनुपूरक_प्रश्न
Suppress	दमन_करना__दबाना__छिपाना
Suppression	अधिक्रमण
System_analysis	तंत्र_विश्लेषण
Table	सारणी
Tachometer	घूर्णन_चालमापी
Tail_end	पिछला_सिरा
Take_off_length	उत्पत्तन_दूरी
Taxiway	टैक्सीपथ
Team_spirit	दल_निष्ठा
Temperature	तापमान
Temperature_indicator	तापमान_सूचक
Tendency	प्रवृति
Terminal_control_area	टर्मिनल_नियंत्रित_क्षेत्र
The_following_be_added	निम्नलिखित_जोड़ा_जाए
The_motion_for_consideration	विचारार्थ_प्रस्ताव
The_motion_was_adopted	प्रस्ताव_स्वीकृत_हुआ
The_motion_was_negatived	प्रस्ताव_अस्वीकृत_हुआ
The_notice_is_admitted_for_introduction	पुरःस्थापन_के_लिए_सूचना_को_गृहीत_किया_गया
The_period_of_notice_of_a_motion	प्रस्ताव_की_सूचना_की_अवधि
The_proposal_is_quite_in_order	यह_प्रस्ताव_बिल्कुल_ठीक_है
Time_limit_of_reply	उत्तर_की_समय_सीमा
Time_overrun	अधिक_समय_लगना
Time_permissible	अनुज्ञेय_समय
Time_permits,_if	यदि_समय_मिला__तो
Time_Schedule	समय_सूची__समय_सारणी
Times_without_number	अनेक_बार__अनगिनत_अवसरों_पर
Title_of_the_Bill	विधेयक_का_नाम
To_amend	के_संशोध्नार्थ
To_draw_inferences	अनुमान_लगाना
To_give_effect_to_the_financial	वित्तीय_प्रस्तावों_को_प्रभावी_बनाना
To_insert	के_अंतःस्थापनार्थ
To_legislate_or_make_laws	विधन_अथवा_कानून_बनाना
To_substitute	के_प्रतिस्थापनार्थ
To_the_following_effect	निम्नलिखित_अभिप्राय_का
Token	सांकेतिक
Token_grant	सांकेतिक_अनुदान
Top_priority	सर्वोच्च_प्राथमिकता/सर्वाधिमानता
Topography	स्थलाकृति
Total_disablement	पूर्ण_निःशक्तता
Touching_that_subject	उस_विषय_के_बारे_में
Traction	कर्षण__खचाव
Traditional_practice	पारम्परिक/परम्परागत/व्यवहार/रिवाज
Transaction	सौदा__लेन-देन__कारोबार_का_संचालन
Transaction_of_business	कार्य_संचालन__कारोबार_का_संचालन
Transcribe	नकल_तैयार_करना__अनुलिपि_कराना__प्रतिलेखन_करना
Transcription	प्रतिलेखन__अनुलेखन__लिप्यंतरण
Transfer_of_matter	मामले_का_हस्तांतरण
Transferable_vote	संक्रमणीय_मत
Transferee_Ministry	अन्तरिती_मंत्रालय
Transit	अभिवहन
Translation	अनुवाद
Translator	अनुवादक
Transliteration	लिप्यंतरण
Transmission	संचार
Transmission_and_distribution	संचार_और_वितरण
Trans-national_capability	पारदेशीय_क्षमता_(बहुराष्ट्रीय_क्षमता)
Transparency	पारदखशता
Transparent_manner	पारदर्शी_तरीका
Transposition	उलटना
Treachery	विश्वासघात__द्रोह
Treason	राजद्रोह
Treat_the_matter_as_closed	मामले_को_समाप्त_मान_लेना
Treated_as_cancelled,_may_be	रद्द_हुआ_माना_जाए
Trifling_matter	तुच्छ_मामला__महत्वहीन_विषय
Triplane	त्रिपंखी
Trunk_airport	महा_विमानपत्तन
Tripartite	त्रिपक्षीय
Trust,_breach_of	न्यास_भंग__विश्वासघात
Trustworthy	विश्वसनीय
Turbine_engine	टरबाइन_इंजन
Turn_over	कुल_कारोबार
Two-fold_action	दोतरफा_कार्रवाई
Type_certification	टाइप_प्रमाणन
Ubiquitous	सर्वव्यापी__सर्वव्यापक
Ultimatum	अन्तिम_चेतावनी
Ultramodern	अत्याधुनिक
Ultrasonic	पराश्रव्य
Unacceptable	अस्वीकार्य
Unaccounted	बेहिसाब__बिना_हिसाब_के
Unacquainted	अपरिचित
Unanimity	एकमत__सर्वसम्मति
Unanimously	एकमत_होकर__सर्वसम्मति_से
Unavoidable	अपरिहार्य
Uncorroborated	असंपुष्ट
Uncovered_demand	अपूरित_मांग
Under_consideration	विचाराधीन
Under_intimation	सूचना_देते_हुए
Under_spending	निर्धारित_से_कम_व्यय
Underspeeding	अवचालन
Under_valuation	न्यून_मूल्यांकन/कम_आंकना
Underestimate	अव-आकलन__कम_अनुमान
Underrate	कम_समझना__कम_महत्व_देना
Undignified	गरिमारहित
Undignified_behaviour	अशोभनीय/अभद्र_व्यवहार
Uneven	असम__विषम
Uneven_utilization_of_funds	निधियों_का_विषम/असमान_उपयोग
Unforeseen_charges	अदृष्ट/अनपेक्षित_प्रभार
Unhampered_action	अ-बाधित_कार्रवाई
Unnecessary	अनावश्यक
Unobservable	अप्रेक्षणीय
Unserviceable	सेवा_अयोग्य
Unskilled	अकुशल
Unpaid_capital	अदत्त_पूंजी
Unpaid_duty_drawback	शुल्क_वापसी_का_भुगतान_न_किया_जाना
Unparliamentary	असंसदीय__अशिष्ट
Unparliamentary_Expressions_/	असंसदीय_अशिष्ट_अभिव्यक्तियां
Unrealizable_sum	अप्राप्य_राशि
Unreasonable_term	गैर-वाजिब_अवधि
Unrestricted_interpretation	अनियंत्रित/निर्बाध_निर्वचन
Unsecured_loan	अप्रतिभूत_कर्ज
Unskilled	अकुशल__कौशल_रहित
Unsound_mind	विकृत_चित्त
Unstinted_support	पूर्ण_समर्थन
Untenable	अमान्य__असमर्थनीय
Until_further_notice	अगली_सूचना_तक
Until_otherwise_provided_for	जब_तक_अन्य_उपबंध/व्यवस्था_न_हो
Until_the_contrary_is_shown	जब_तक_इसके_विपरीत_सिद्ध_न_किया_जाए
Upgradation	उन्नयन
Upward_trend	ऊर्ध्वमुखी_प्रवृत्ति
Urban_amenities	शहरी_सुविधाएं
Urgent_attention_may_please_be	इस_पर_कृपया_शीघ्र/अविलंब_ध्यान_दें
Useful	उपयोगी
Utilization	उपयोग
Utter_ignorance	निपट/घोर_अज्ञान
Vacate	खाली_करना
Vacancy	खाली_पद__खाली_स्थान__रिक्त_स्थान
Vacation	अवकाश__छुट्टी
Vacuum_brake	निर्यात_ब्रेक
Vacuum_flight_path	निर्यात_उड्डयन_पथ
Vague	अस्पष्ट__अनिश्चित
Vague_reply	अस्पष्ट_उत्तर
Vain,_it	व्यर्थ__बेकार__वृथा
Valedictory_address	विदाई_भाषण
Valedictory_reference	विदाई_उल्लेख
Velocity	वेग
Validity	वैधता__मान्यता
Vapour_movement	वाश्प_संचलन
Variable_capital	परिवर्ती_पूंजी
Variety	किस्म
Verbatim	शब्दषः
Verbatim_proceeding	शब्दषः_कार्यवाही
Verified_and_found_correct	सत्यापित_कर_लिया_और_ठीक_पाया
Vexatious	तंग_करने_वाला__जटिल__मुश्किल
Vibration	कंपन
Viability_distance	दृश्यता_दूरी
Vice_Chairman	उपसभाध्यक्ष
Vide	के_अनुसार
Vigilant,_remain	सतर्क_रहना__सचेष्ट_रहना
Vigorous	जोरदार__प्रबल__ओजस्वी
Vindictive	प्रतिशोधी
Vintage_mine	पुरानी_खान
Virtue	सद्गुण
Virtue_of,_by	के_आधार_पर__के_कारण
Virulent_form	उग्र_रूप
Visible_representation	दृश्यमान_प्रतिनिधित्व
Visitors'_card	दर्शक_प्रवेश-पत्र
Visitor's_gallery	दर्शक-दीर्घा
Visual_display	दृश्य-प्रदर्श
Visual_information	दृश्य_सूचना
Visual_inspection	दृष्टिक_निरीक्षण
Visual_publicity	दृश्य_प्रचार
Vitiate_the_proceedings_/	कार्रवाई_प्रदूषित_निष्फल_करना
Vote_of_Censure	निंदा_प्रस्ताव__परिनिन्दा_प्रस्ताव
Vote_of_Credit	साख-मत
Vote_of_no_confidence	अविश्वास_प्रस्ताव
Vote_of_Thanks	धन्यवाद_प्रस्ताव
Vote_on_Account	लेखानुदान
Voted_in_full	पूर्णतः_स्वीकृत
Voting_of_Demands_for_Grants	अनुदान_मांगों_पर_मत_लेना
Vulnerability	सुभेद्यता
Wage	मजदूरी
Wage_regulation	मजदूरी_नियमन
Wait	प्रतिक्षा
Waived_his_right	अपने_अधिकार_छोड़_दिए
Waiver	अधित्याग
Walk_Out	बहिष्कार_करना__बहिर्गमन
Warm_cloud	कोष्ण_मेघ
Watch_and_Ward	रक्षा-प्रेक्षा
Watching_of_progress	प्रगति_पर_निगरानी_रखना
Wavelength	तरंगदैर्ध्य
Weather	मौसम
Weight,_flying	उड़नभार
Whirl_wind	चक्रवात
Width	चौड़ाई
Wind_direction_indicator	पवनदिशा_सूचक
Wings	विमान_पंखा
Wireless	बेतार
Work_site	कार्य_स्थल
X-ray	एक्स-किरण
X-ray_appliance	एक्स-किरण_उपकरण
Yardstick	मानदंड
Yaw_meter	लोटनमापी
Year-to-year	वर्षशः
Yearly	वार्षिक__सालाना
Yet_agin	एक_बार_फिर
Yield	पैदावार__उपज
Zero_hour	शून्य-काल
Zeroing_instrument	शून्यन_उपकरण__शून्यन_उपयंत्र
Zigzag_route	सर्पिल-मार्ग
Zone	क्षेत्र__मंडल
Zone_control	क्षेत्र_नियंत्रण
Zone_of_transition	संक्रमण_क्षेत्र
15_minutes	पंद्रह_मिनट
15th	पंद्रहवाँ
17th	सत्रहवाँ
18th	अठारहवाँ
19th	उन्नीसवाँ
30_minutes	तीस_मिनट
4th	चौथा
6th	छठा
AID	सहायता मदद
Abbey	मठ
Achievement	उपलब्धि
Act	कार्य कृत्य कानून
Administration	प्रशासन
Agriculture	कृषि खेती
Area	क्षेत्र इलाका
Art	कला
Article	लेख वस्तु
Artist	कलाकार
Assembly	सभा विधानसभा
Association	संघ संस्था संगठन
Attorney	वकील अधिवक्ता
Baby	शिशु बच्चा
Base	आधार नींव
Beautiful	सुंदर
Big	बड़ा
Bill	बिल विधेयक
Black	काला
Blue	नीला
Board	बोर्ड तख्ता
Bright	उज्ज्वल चमकीला
Brother	भाई
Business	व्यापार कारोबार व्यवसाय
Captain	कप्तान
Center	केंद्र
Chairman	अध्यक्ष
Church	चर्च गिरजाघर
City	शहर नगर
Civil	नागरिक सभ्य
Class	वर्ग कक्षा
Cold	ठंडा
College	महाविद्यालय
Color	रंग
Commission	आयोग कमीशन
Committee	समिति
Company	कंपनी साथ
Conference	सम्मेलन
Congress	कांग्रेस संसद
Control	नियंत्रण नियंत्रित_करना
Corporation	निगम
Corps	दस्ता टुकड़ी
Council	परिषद
Country	देश राष्ट्र
Court	न्यायालय दरबार
Current	वर्तमान धारा
Custom	रीति परंपरा
Death	मृत्यु मौत
Defeat	हार पराजय
Defense	बचाव रक्षा
Department	विभाग
Deputy	उप प्रतिनिधि
Development	विकास प्रगति
Donnybrook	दंगा हंगामा
Economic	आर्थिक
Education	शिक्षा
End	अंत समाप्त_करना
Energy	ऊर्जा
Exchange	विनिमय आदान-प्रदान
Family	परिवार
Finance	वित्त
Fire	आग निकालना
Force	बल शक्ति मजबूर_करना
Foreign	विदेशी
Free	मुक्त स्वतंत्र
Freedom	स्वतंत्रता
Fund	धन निधि
General	सामान्य जनरल
Government	सरकार
Grand	भव्य
Great	महान बड़ा
Group	समूह
Health	स्वास्थ्य
Heritage	विरासत
Hero	नायक हीरो
High	ऊँचा उच्च
Hope	उम्मीद आशा
House	घर मकान
Ideal	आदर्श
Income	आय
Institute	संस्था
Judge	न्यायाधीश
Justice	न्याय
Labor	श्रम मजदूरी
Land	जमीन भूमि
Language	भाषा
Law	कानून
Leader	नेता
Life	जीवन
Local	स्थानीय
Long	लंबा दीर्घ
Low	नीचा कम
Major	प्रमुख मुख्य
Man	पुरुष आदमी
Medical	चिकित्सा_संबंधी
Military	सैन्य
Minister	मंत्री
Mutual	आपसी
National	राष्ट्रीय
New	नया
Night	रात
Open	खोलना खुला
Order	आदेश क्रम
Organization	संगठन संस्था
Party	पार्टी दल
Peace	शांति
People	लोग जनता
Pioneer	अग्रदूत
Plan	योजना योजना_बनाना
Power	शक्ति सत्ता
Program	कार्यक्रम योजना
Public	सार्वजनिक
Real	वास्तविक
Review	समीक्षा जाँच
Revolution	क्रांति
Run	चलाना दौड़ना
School	विद्यालय स्कूल
Security	सुरक्षा
Service	सेवा
Show	दिखाना प्रदर्शन
Small	छोटा
Social	सामाजिक
Society	समाज
Standard	मानक
State	राज्य कहना
Student	छात्र विद्यार्थी
Time	समय वक्त
Town	कस्बा शहर
Train	प्रशिक्षण_देना ट्रेन
Truth	सच सत्य
Union	संघ एकता
University	विश्वविद्यालय
Urban	शहरी
Victory	विजय
View	दृष्टिकोण देखना
Village	गाँव
War	युद्ध
Water	पानी जल
Welfare	कल्याण
White	सफेद
Woman	महिला स्त्री
World	दुनिया विश्व
a_bit	थोड़ा
a_couple_of	कुछ दो-चार
a_few	कुछ थोड़े
a_great_deal	बहुत_अधिक
a_little	थोड़ा
a_lot	बहुत
abandon	त्यागना छोड़ना
abbey	मठ
abbot	महंत मठाधीश
abbreviated	संक्षिप्त
abdomen	पेट उदर
abduction	अपहरण
aberration	भटकाव विचलन
abet	उकसाना सहायता_करना
abhor	घृणा_करना नफरत_करना
ability	क्षमता योग्यता कौशल
abnormal	असामान्य
abolish	समाप्त_करना उन्मूलन_करना
abolition	उन्मूलन
abrupt	अचानक असभ्य
absence	अनुपस्थिति
absent	अनुपस्थित
absolute	पूर्ण निरपेक्ष
absorb	अवशोषित_करना सोखना
abstract	सार अमूर्त
abundant	प्रचुर प्रचुर_मात्रा_में
abuse	दुरुपयोग दुर्व्यवहार गाली
academic	शैक्षणिक अकादमिक
accept	स्वीकार_करना मानना
access	पहुँच प्रवेश
accident	दुर्घटना हादसा अपघात
accomplish	पूरा_करना सिद्ध_करना
account	खाता विवरण लेखा
accumulate	जमा_करना इकट्ठा_करना
accumulation	संचय ढेर
accurate	सटीक यथार्थ सही
accuse	आरोप_लगाना
achieve	प्राप्त_करना हासिल_करना
achievement	उपलब्धि
acknowledge	स्वीकार_करना मान्यता_देना
acquaint	परिचित_कराना
acquiescence	स्वीकृति अनुमोदन
acquire	प्राप्त_करना हासिल_करना
act	कार्य कृत्य कानून
action	क्रिया कार्रवाई कदम
active	सक्रिय चुस्त
activity	गतिविधि क्रियाकलाप
actual	वास्तविक असली
add	जोड़ना मिलाना
address	पता संबोधन
adequate	पर्याप्त उचित
adjust	समायोजित_करना ठीक_करना
administration	प्रशासन
admit	स्वीकार_करना मानना प्रवेश_देना
adopt	अपनाना गोद_लेना
advance	आगे_बढ़ना प्रगति
advantage	लाभ फायदा
advertise	विज्ञापन_देना
advertising	विज्ञापन
affair	मामला प्रसंग
affect	प्रभावित_करना असर_डालना
affection	प्यार स्नेह
afford	वहन_करना खर्च_कर_सकना
age	उम्र आयु युग
agency	एजेंसी अभिकरण
agent	एजेंट प्रतिनिधि
aggregate	कुल समग्र
agricultural	कृषि_संबंधी
agriculture	कृषि खेती
aid	सहायता मदद
aim	लक्ष्य उद्देश्य
alarm	चेतावनी अलार्म
alive	जीवित जिंदा
allow	अनुमति_देना मानना
allowance	भत्ता छूट
alone	अकेला
altar	वेदी
alter	बदलना परिवर्तित_करना
ambition	महत्वाकांक्षा
amount	राशि मात्रा
analyze	विश्लेषण_करना
ancestry	वंश पूर्वज
anger	क्रोध गुस्सा
angry	क्रोधित गुस्से_में
animal	जानवर पशु
announce	घोषणा_करना सूचित_करना
annual	वार्षिक
answer	उत्तर जवाब
anterior	पूर्ववर्ती अगला
anxiety	चिंता बेचैनी
anxious	चिंतित व्याकुल
any	कोई कुछ
apart	अलग दूर
appear	प्रकट_होना दिखना
apply	लागू_करना आवेदन_करना
appoint	नियुक्त_करना
apprehend	गिरफ्तार_करना समझना
approach	दृष्टिकोण पहुँचना
approve	स्वीकृत_करना
area	क्षेत्र इलाका
argue	बहस_करना तर्क_देना
arise	उठना पैदा_होना
arouse	जगाना उत्तेजित_करना
arrange	व्यवस्था_करना प्रबंध_करना
arrest	गिरफ्तार_करना गिरफ्तारी
arrive	पहुँचना आना
art	कला
article	लेख वस्तु
artist	कलाकार
ask	पूछना माँगना
aspect	पहलू
assembly	सभा विधानसभा
assert	दावा_करना
assess	मूल्यांकन_करना
assessor	मूल्यांकनकर्ता
assign	सौंपना नियुक्त_करना
assist	सहायता_करना मदद_करना
association	संघ संस्था संगठन
assume	मान_लेना धारण_करना
at_first_glance	पहली_नज़र_में
at_last	आखिरकार अंत_में
at_once	तुरंत एक_साथ
at_one_time	एक_साथ एक_बार_में
at_the_same_time	एक_साथ उसी_समय
attempt	प्रयास कोशिश
attend	उपस्थित_होना भाग_लेना
attendance	उपस्थिति हाजिरी
attention	ध्यान तवज्जो
attitude	रवैया मनोभाव
attorney	वकील अधिवक्ता
attribute	गुण विशेषता
authority	अधिकार प्राधिकरण
available	उपलब्ध
award	पुरस्कार
aware	जागरूक सचेत
awful	भयानक बुरा
baby	शिशु बच्चा
back	पीठ पीछे वापस
background	पृष्ठभूमि
bad	बुरा खराब
balance	संतुलन बाकी
bargain	सौदेबाजी सस्ता
base	आधार नींव
battle	युद्ध लड़ाई
bear	सहना भालू
beat	हराना थपथपाना
beautiful	सुंदर
become	बनना हो_जाना
bed	बिस्तर
begin	शुरू_करना आरंभ_करना
behavior	व्यवहार आचरण
believe	विश्वास_करना
belong	संबंधित_होना
benefit	लाभ फायदा हित
betrothal	सगाई वाग्दान
beyond	परे आगे
big	बड़ा
bill	बिल विधेयक
birth	जन्म
black	काला
blood	खून रक्त
blue	नीला
board	बोर्ड तख्ता
bodily_function	शारीरिक_कार्य
body	शरीर देह निकाय
bolt	बोल्ट दौड़_लगाना कुंडी
book	पुस्तक किताब
border	सीमा
borrow	उधार_लेना
bottom	नीचे तल
bound	बंधा सीमा
break	तोड़ना विराम
breakwater	तरंगरोधक
bright	उज्ज्वल चमकीला
bring	लाना
brother	भाई
budget	बजट
build	निर्माण_करना बनाना
builder	निर्माणकर्ता मकान_बनाने_वाला
burden	बोझ
burn	जलना जलाना
business	व्यापार कारोबार व्यवसाय
business_concern	व्यापारिक_प्रतिष्ठान
busy	व्यस्त
buy	खरीदना
buying	खरीदारी
call	बुलाना फोन_करना पुकारना
call_out	बाहर_बुलाना सामने_लाना
campaign	अभियान
capable	सक्षम योग्य
capacity	क्षमता
capital	राजधानी पूँजी
captain	कप्तान
capture	पकड़ना
care	देखभाल परवाह
career	करियर पेशा
careful	सावधान सतर्क
carry	ले_जाना उठाना
cash	नकद
category	श्रेणी
cause	कारण वजह
ceiling	छत
celebrate	जश्न_मनाना
center	केंद्र
ceremony	समारोह
certain	निश्चित कुछ
chair	कुर्सी
chairman	अध्यक्ष
challenge	चुनौती
champion	चैम्पियन समर्थक
chance	मौका अवसर
change	बदलाव परिवर्तन
character	चरित्र
charge	शुल्क आरोप
charity	दान धर्मार्थ
check	जाँचना निरीक्षण
child	बच्चा
choose	चुनना
church	चर्च गिरजाघर
chutney	चटनी
circumstance	परिस्थिति
citizen	नागरिक
city	शहर नगर
civil	नागरिक सभ्य
claim	दावा
class	वर्ग कक्षा
classify	वर्गीकृत_करना
clean	साफ स्वच्छ
clear	स्पष्ट साफ
client	ग्राहक
close	बंद_करना करीब
cold	ठंडा
colleague	सहकर्मी
collect	एकत्र_करना जमा_करना
college	महाविद्यालय
color	रंग
combination	संयोजन मिश्रण
come	आना
come_by	पाना प्राप्त_करना
come_with	साथ_आना
commander	कमांडर
commercial	व्यावसायिक
commission	आयोग कमीशन
commit	प्रतिबद्ध_होना करना
committee	समिति
common	सामान्य साझा
communicate	संचार_करना
community	समुदाय
company	कंपनी साथ
compensation	मुआवजा
compete	प्रतिस्पर्धा_करना
competition	प्रतिस्पर्धा
complaint	शिकायत
complete	पूरा_करना संपूर्ण
comprehensive	व्यापक
concentrate	ध्यान_केंद्रित_करना
concern	चिंता संबंध
condemn	निंदा_करना
condition	स्थिति हालत शर्त
conference	सम्मेलन
confidence	विश्वास आत्मविश्वास
conflict	संघर्ष विवाद
congress	कांग्रेस संसद
connect	जोड़ना
conscience	विवेक अंतरात्मा
consider	विचार_करना सोचना
construct	निर्माण_करना
consult	परामर्श_करना
continue	जारी_रखना
contract	अनुबंध ठेका
contribution	योगदान
control	नियंत्रण नियंत्रित_करना
controversy	विवाद
conversation	बातचीत
convince	समझाना मनाना
cooperate	सहयोग_करना
copy	नकल प्रतिलिपि
corporation	निगम
corps	दस्ता टुकड़ी
correct	सही ठीक_करना
corruption	भ्रष्टाचार
cost	लागत कीमत
council	परिषद
country	देश राष्ट्र
courage	साहस हिम्मत
court	न्यायालय दरबार
cover	ढकना कवर
create	बनाना निर्माण_करना
credit	श्रेय उधार
crime	अपराध
crisis	संकट
critical	महत्वपूर्ण आलोचनात्मक
crowd	भीड़
cultural	सांस्कृतिक
culture	संस्कृति
curiosity	जिज्ञासा
current	वर्तमान धारा
custom	रीति परंपरा
customer	ग्राहक
damage	नुकसान क्षति
danger	खतरा
dark	अंधेरा
data	आँकड़े डेटा
dead	मृत
deal	सौदा निपटना
death	मृत्यु मौत
debt	ऋण कर्ज
decide	निर्णय_करना तय_करना
decision	निर्णय फैसला
defeat	हार पराजय
defense	बचाव रक्षा
degree	डिग्री हद
delay	देरी
deliver	वितरित_करना पहुँचाना
demand	माँग माँगना
democratic	लोकतांत्रिक
demonstrate	प्रदर्शन_करना
deny	इनकार_करना
department	विभाग
department_of_labor	श्रम_विभाग
depend	निर्भर_होना
deprave	भ्रष्ट_करना
depress	निराश_करना दबाना
deputy	उप प्रतिनिधि
describe	वर्णन_करना
deserve	हकदार_होना
design	डिजाइन योजना_बनाना
desire	इच्छा चाहत
destroy	नष्ट_करना
determine	निर्धारित_करना
develop	विकसित_करना बनाना
development	विकास प्रगति
diatomic	द्विपरमाणुक
different	अलग भिन्न
difficulty	कठिनाई मुश्किल
diplomatic	कूटनीतिक
direct	सीधा निर्देशित_करना
direction	दिशा
discipline	अनुशासन
discover	खोजना पता_लगाना
discuss	चर्चा_करना बात_करना
dismiss	बर्खास्त_करना
distaste	अरुचि नापसंद
distinction	भेद विशिष्टता
distribute	वितरित_करना
divide	विभाजित_करना
document	दस्तावेज
domestic	घरेलू देशीय
door	दरवाजा द्वार
drama	नाटक
draw	खींचना चित्र_बनाना
dream	सपना
drive	चलाना अभियान
drop_out	छोड़_देना बाहर_निकलना
duck	बत्तख बचना
duty	कर्तव्य दायित्व
early	जल्दी शुरुआती
earn	कमाना
easiest	सबसे_आसान
economic	आर्थिक
economy	अर्थव्यवस्था
education	शिक्षा
effect	प्रभाव असर
effective	प्रभावी
effort	प्रयास
elect	चुनना
election	चुनाव
element	तत्व
emergency	आपातकाल
employee	कर्मचारी
employment	रोजगार नौकरी
enable	सक्षम_करना
encourage	प्रोत्साहित_करना हौसला_देना
end	अंत समाप्त_करना
enemy	शत्रु दुश्मन
energy	ऊर्जा
enforce	लागू_करना
engage	संलग्न_होना
engineer	इंजीनियर
environment	पर्यावरण
epithet	विशेषण संज्ञा
equality	समानता
equipment	उपकरण
escape	भागना बचना
essential	आवश्यक
establish	स्थापित_करना
evaluate	मूल्यांकन_करना
event	घटना आयोजन
evident	स्पष्ट
examination	परीक्षा
examine	जाँचना
excellent	उत्कृष्ट
exchange	विनिमय आदान-प्रदान
executive	कार्यकारी
exemption	छूट अपवाद
expand	विस्तार_करना
expect	उम्मीद_करना अपेक्षा_करना
experience	अनुभव
explain	समझाना व्याख्या_करना
express	व्यक्त_करना
extend	बढ़ाना विस्तार_करना
extent	हद सीमा
face	चेहरा सामना_करना
factor	कारक तत्व
fail	विफल_होना असफल_होना
fall_into	में_गिरना फँसना
fame	प्रसिद्धि
family	परिवार
farmer	किसान
feasible	संभव व्यवहार्य
feel	महसूस_करना
fight	लड़ना झगड़ा
figure	आँकड़ा चित्र
final	अंतिम
finance	वित्त
find	ढूँढना पाना
fire	आग निकालना
fire-fighting	अग्निशमन
firm	दृढ़ कंपनी
flame	ज्वाला लौ
flammable	ज्वलनशील
flap	फड़फड़ाना ढक्कन
floor	फर्श मंजिल
focus	ध्यान_केंद्रित_करना
follow	अनुसरण_करना पीछे_चलना
force	बल शक्ति मजबूर_करना
foreign	विदेशी
form	रूप फॉर्म
formal	औपचारिक
foster_parent	पालक_माता-पिता
foundation	नींव फाउंडेशन
free	मुक्त स्वतंत्र
freedom	स्वतंत्रता
frequently	बार-बार अक्सर
friend	दोस्त मित्र
fulfill	पूरा_करना
full	पूर्ण भरा_हुआ
function	कार्य कार्य_करना
fund	धन निधि
fundamental	मौलिक बुनियादी
future	भविष्य
gain	लाभ प्राप्त_करना
general	सामान्य जनरल
generate	उत्पन्न_करना
generous	उदार
genuine	वास्तविक असली
gift	उपहार तोहफा
give	देना
give_it_a_whirl	एक_बार_आज़माना
goal	लक्ष्य उद्देश्य
gobbler	टर्की
good	अच्छा
government	सरकार
grand	भव्य
grave	गंभीर कब्र
great	महान बड़ा
group	समूह
grow	बढ़ना उगना
growth	वृद्धि बढ़ोतरी
guarantee	गारंटी
guide	मार्गदर्शन_करना गाइड
habitat	आवास
hamper	बाधा_डालना टोकरी
handle	संभालना
happen	होना घटित_होना
happy	खुश
hard	कठिन मेहनती
harm	नुकसान हानि
harsh	कठोर
have	होना रखना
head	सिर प्रमुख
health	स्वास्थ्य
hear	सुनना
heart	हृदय दिल
heavy	भारी
hefty	भारी मजबूत
help	मदद सहायता
heritage	विरासत
hero	नायक हीरो
herself	खुद स्वयं
high	ऊँचा उच्च
high-priced	महँगा उच्च_मूल्य
hike	बढ़ोतरी पैदल_यात्रा
hire	नियुक्त_करना
history	इतिहास
hold	पकड़ना रखना
holiday	छुट्टी अवकाश
home	घर
honest	ईमानदार
honor	सम्मान
hope	उम्मीद आशा
hour	घंटा
house	घर मकान
human	मानव इंसान
hutment	बैरक छावनी
idea	विचार धारणा
ideal	आदर्श
identification	पहचान
identify	पहचानना
ignore	नजरअंदाज_करना
illegal	अवैध
image	छवि तस्वीर
imagine	कल्पना_करना
immediate	तत्काल
immemorial	अनादिकाल_से
impact	प्रभाव
implement	लागू_करना
important	महत्वपूर्ण जरूरी
impose	थोपना
improve	सुधारना
include	शामिल_करना सम्मिलित_करना
income	आय
increase	बढ़ाना वृद्धि
independent	स्वतंत्र
individual	व्यक्ति व्यक्तिगत
influence	प्रभाव
inform	सूचित_करना जानकारी_देना
information	जानकारी सूचना
install	स्थापित_करना
instance	उदाहरण
institute	संस्था
institution	संस्था
instrument	साधन यंत्र
intent	इरादा
interest	रुचि ब्याज
introduce	परिचित_कराना
invest	निवेश_करना
investigate	जाँच_करना
investment	निवेश
invite	आमंत्रित_करना
involve	शामिल_करना
issue	मुद्दा समस्या
job	नौकरी काम
join	शामिल_होना जोड़ना
judge	न्यायाधीश
justice	न्याय
keep	रखना बनाए_रखना
kill	मारना
know	जानना
knowledge	ज्ञान जानकारी
labor	श्रम मजदूरी
lack	कमी अभाव
land	जमीन भूमि
language	भाषा
large	बड़ा
last	अंतिम टिकना
laugh	हँसना
launch	शुरू_करना लॉन्च_करना
law	कानून
lead	नेतृत्व_करना आगे_होना
leader	नेता
learn	सीखना
leave	छोड़ना अवकाश
legal	कानूनी वैध
legitimate	वैध उचित
lending_institution	ऋण_संस्था
level	स्तर
liberty	स्वतंत्रता
life	जीवन
light	प्रकाश हल्का
limit	सीमा
line	रेखा लाइन
little	छोटा थोड़ा
live	जीना रहना
local	स्थानीय
locate	स्थित_करना ढूँढना
logic	तर्क
long	लंबा दीर्घ
look	देखना नज़र
loss	नुकसान हानि
low	नीचा कम
loyal	वफादार निष्ठावान
maintain	बनाए_रखना संभालना
major	प्रमुख मुख्य
make	बनाना करना
man	पुरुष आदमी
manage	प्रबंधन_करना संभालना
market	बाजार
master	मालिक गुरु
matter	मामला महत्व_रखना
mechanism	तंत्र यंत्र
media	मीडिया
medical	चिकित्सा_संबंधी
meet	मिलना
member	सदस्य
message	संदेश
