sentence_id	text	translation	lemma	translation_token	translation_lemma
d006.s020	So that , by passing rounds , it is not so clear that it is an advantage .	सो, यह इतना स्पष्ट नहीं कि यह एक लाभ है ।	so that , by pass round , it be not so clear that it be a advantage .	सो, यह इतना स्पष्ट नहीं कि यह एक लाभ है ।	सो, यह इतना स्पष्ट नहीं कि यह एक लाभ है ।
d006.s021	Those actions are really against the sporting spirit , which is part of the strategic decisions that favor taking advantages allowed by the rules .	जो काम वे करते हैं, वे दरअसल खेल - कूद की भावना के खिलाफ होते हैं ।	those action be really against the sport spirit , which be part of the strategic decision that favor take advantage allow by the rule .	जो काम वे करते हैं, वे दरअसल खेल - कूद की भावना के खिलाफ होते हैं ।	जो काम वे करते हैं, वे दरअसल खेल - कूद की भावना के खिलाफ होते हैं ।
d006.s022	Regarding this assumption , the players did not act in order to avoid the application of the sanction ( this would have been a clear case of legal fraud ) , but rather chosen when to obey it .	इस धारणा के बारे में, खिलाड़ियों ने अधिकार के अनुप्रयोग से दूर रहने के लिए कोई क़दम नहीं उठाया (यह कानूनी धोखाधड़ी का एक स्पष्ट मामला होता, लेकिन जब यह आज्ञा मानने के लिए चुना जाता है तो चुनाव किया जाता है).	regard this assumption , the player do not act in order to avoid the application of the sanction ( this would have be a clear case of legal_fraud ) , but rather choose when to obey it .	इस धारणा के बारे में, खिलाड़ियों ने अधिकार के अनुप्रयोग से दूर रहने के लिए कोई क़दम नहीं उठाया (यह कानूनी धोखाधड़ी का एक स्पष्ट मामला होता, लेकिन जब यह आज्ञा मानने के लिए चुना जाता है तो चुनाव किया जाता है).	इस धारणा के बारे में, खिलाड़ियों ने अधिकार के अनुप्रयोग से दूर रहने के लिए कोई क़दम नहीं उठाया (यह कानूनी धोखाधड़ी का एक स्पष्ट मामला होता, लेकिन जब यह आज्ञा मानने के लिए चुना जाता है तो चुनाव किया जाता है).
d006.s023	They made a strategic decision without avoiding the punishment .	और उन्होंने (मेरे साथ) बड़ी मक्कारियाँ की	they make a strategic decision without avoid the punishment .	और उन्होंने (मेरे साथ) बड़ी मक्कारियाँ की	और उन्होंने (मेरे साथ) बड़ी मक्कारियाँ की
d006.s024	Although the border between the wittiness and the law fraud is diffuse , in this occasion I believe it was a clear case of wittiness .	हालांकि बुद्धि और कानून धोखाधड़ी के बीच सीमा फैल रही है, इस अवसर पर मुझे लगता है कि यह एक स्पष्ट मामला था।	although the border between the wittiness and the law fraud be diffuse , in this occasion I believe it be a clear case of wittiness .	हालांकि बुद्धि और कानून धोखाधड़ी के बीच सीमा फैल रही है, इस अवसर पर मुझे लगता है कि यह एक स्पष्ट मामला था।	हालांकि बुद्धि और कानून धोखाधड़ी के बीच सीमा फैल रही है, इस अवसर पर मुझे लगता है कि यह एक स्पष्ट मामला था।
d006.s025	The controversy seems to arise from two factors : because it was about two auto expulsions and the way the transmission of the directive was carried out to cause them .	ऐसा प्रतीत होता है कि विवाद दो कारणों से शुरू होता है, क्योंकि यह दो स्वचालित निकाल देने के बारे में था और इस आदेश की जाँच करने के लिए उन्हें बाहर ले जाया गया था.	the controversy seem to arise from two factor : because it be about two auto expulsion and the way the transmission of the directive be carry out to cause they .	ऐसा प्रतीत होता है कि विवाद दो कारणों से शुरू होता है, क्योंकि यह दो स्वचालित निकाल देने के बारे में था और इस आदेश की जाँच करने के लिए उन्हें बाहर ले जाया गया था.	ऐसा प्रतीत होता है कि विवाद दो कारणों से शुरू होता है, क्योंकि यह दो स्वचालित निकाल देने के बारे में था और इस आदेश की जाँच करने के लिए उन्हें बाहर ले जाया गया था.
d006.s026	The damage brought about to the principles of the sport by these actions is not as much ethical as aesthetic .	इन कामों के द्वारा खेल के सिद्धान्तों पर प्रभाव पड़ना ज़्यादा नैतिक नहीं है ।	the damage bring about to the principle of the sport by these action be not as much ethical as aesthetic .	इन कामों के द्वारा खेल के सिद्धान्तों पर प्रभाव पड़ना ज़्यादा नैतिक नहीं है ।	इन कामों के द्वारा खेल के सिद्धान्तों पर प्रभाव पड़ना ज़्यादा नैतिक नहीं है ।
d007.s000	Arsenic-tolerant microbe raises possibility of new types of life on Earth , or elsewhere	आरसेनिक माइक्रोबेब पृथ्वी पर जीवन के नए प्रकार की संभावना पैदा करता है, या अन्य कहीं	arsenic-tolerant microbe raise possibility of new type of life on earth , or elsewhere	आरसेनिक माइक्रोबेब पृथ्वी पर जीवन के नए प्रकार की संभावना पैदा करता है, या अन्य कहीं	आरसेनिक माइक्रोबेब पृथ्वी पर जीवन के नए प्रकार की संभावना पैदा करता है, या अन्य कहीं
d007.s001	The discovery of a strange bacteria that can use arsenic as one of its nutrients widens the scope for finding new forms of life on Earth and possibly beyond .	एक अजनबी जीवाणु की खोज जो इसका एक रासायनिक रूप से प्रयोग कर सकता है पृथ्वी पर जीवन के नए रूप को प्राप्त करने के लिए और संभवतः उससे भी ज़्यादा प्रकार की जीवन - शैली को विकसित कर सकता है ।	the discovery of a strange bacterium that can use arsenic as one of its nutrient widen the scope for find new form of life on earth and possibly beyond .	एक अजनबी जीवाणु की खोज जो इसका एक रासायनिक रूप से प्रयोग कर सकता है पृथ्वी पर जीवन के नए रूप को प्राप्त करने के लिए और संभवतः उससे भी ज़्यादा प्रकार की जीवन - शैली को विकसित कर सकता है ।	एक अजनबी जीवाणु की खोज जो इसका एक रासायनिक रूप से प्रयोग कर सकता है पृथ्वी पर जीवन के नए रूप को प्राप्त करने के लिए और संभवतः उससे भी ज़्यादा प्रकार की जीवन - शैली को विकसित कर सकता है ।
d007.s002	While researchers discovered the unusual bacteria here in Earth , they say it shows that life has possibilities beyond the major elements that have been considered essential .	हालाँकि वैज्ञानिकों ने यहाँ पृथ्वी पर असाधारण जीवाणु खोज निकाले हैं, वे कहते हैं कि जीवन में उन प्रमुख तत्त्वों से अधिक संभावनाएँ हैं जो आवश्‍यक समझा जाती हैं ।	while researcher discover the unusual bacterium here in earth , they say it show that life have possibility beyond the major element that have be consider essential .	हालाँकि वैज्ञानिकों ने यहाँ पृथ्वी पर असाधारण जीवाणु खोज निकाले हैं, वे कहते हैं कि जीवन में उन प्रमुख तत्त्वों से अधिक संभावनाएँ हैं जो आवश्‍यक समझा जाती हैं ।	हालाँकि वैज्ञानिकों ने यहाँ पृथ्वी पर असाधारण जीवाणु खोज निकाले हैं, वे कहते हैं कि जीवन में उन प्रमुख तत्त्वों से अधिक संभावनाएँ हैं जो आवश्‍यक समझा जाती हैं ।
d007.s003	`` This organism has dual capability . ''	SSLS इस शरीर में दोहरा क्षमता है '	`` this organism have dual capability . ''	SSLS इस शरीर में दोहरा क्षमता है '	SSLS इस शरीर में दोहरा क्षमता है '
d007.s004	`` It can grow with either phosphorus or arsenic . ''	FURS यह या तो टॉस्फोरस या aenciric के साथ बढ़ सकता है '	`` it can grow with either phosphorus or arsenic . ''	FURS यह या तो टॉस्फोरस या aenciric के साथ बढ़ सकता है '	FURS यह या तो टॉस्फोरस या aenciric के साथ बढ़ सकता है '
d007.s005	`` That makes it very peculiar , though it falls short of being some form of truly ` alien ' life , '' commented Paul C. W. Davies of Arizona State University , a co-author of the report appearing in Thursday 's online edition of the journal Science .	DURS यह इसे बहुत विशिष्ट बनाता है, हालांकि यह वास्तव में विदेशी 'जीवन' जीवन के कुछ रूप में होने के कम हो जाता है, '. W. W. W. W के अनदेखा किया गया है, ए.	`` that make it very peculiar , though it fall short of be some form of truly ` alien ' life , '' comment paul c. w. davy of arizona state university , a co-author of the report appear in thursday 's online edition of the journal science .	DURS यह इसे बहुत विशिष्ट बनाता है, हालांकि यह वास्तव में विदेशी 'जीवन' जीवन के कुछ रूप में होने के कम हो जाता है, '. W. W. W. W के अनदेखा किया गया है, ए.	DURS यह इसे बहुत विशिष्ट बनाता है, हालांकि यह वास्तव में विदेशी 'जीवन' जीवन के कुछ रूप में होने के कम हो जाता है, '. W. W. W. W के अनदेखा किया गया है, ए.
d007.s006	Six major elements have long been considered essential for life - carbon , hydrogen , nitrogen , oxygen , phosphorus and sulfur .	छः मुख्य तत्वों को जीवन - कार्बन, प्रोटीन, खनिज, ऑक्सीजन, यूफोरस और गन्धक के लिए बहुत समय से आवश्‍यक समझा गया है ।	six major element have long be consider essential for life - carbon , hydrogen , nitrogen , oxygen , phosphorus and sulfur .	छः मुख्य तत्वों को जीवन - कार्बन, प्रोटीन, खनिज, ऑक्सीजन, यूफोरस और गन्धक के लिए बहुत समय से आवश्‍यक समझा गया है ।	छः मुख्य तत्वों को जीवन - कार्बन, प्रोटीन, खनिज, ऑक्सीजन, यूफोरस और गन्धक के लिए बहुत समय से आवश्‍यक समझा गया है ।
d007.s007	But the researchers found that the bacteria , discovered in Mono Lake , Calif. , is able to continue to grow after substituting arsenic for phosphorus .	लेकिन खोजकर्ताओं ने पाया है कि ऐफोरस नाम के एक व्यक्‍ति को ऐफोरस झील में पाया गया जीवाणु, जो ऐफोरस के ठीक होने के बाद लगातार बढ़ सकता है ।	but the researcher find that the bacterium , discover in mono lake , calif. , be able to continue to grow after substitute arsenic for phosphorus .	लेकिन खोजकर्ताओं ने पाया है कि ऐफोरस नाम के एक व्यक्‍ति को ऐफोरस झील में पाया गया जीवाणु, जो ऐफोरस के ठीक होने के बाद लगातार बढ़ सकता है ।	लेकिन खोजकर्ताओं ने पाया है कि ऐफोरस नाम के एक व्यक्‍ति को ऐफोरस झील में पाया गया जीवाणु, जो ऐफोरस के ठीक होने के बाद लगातार बढ़ सकता है ।
d007.s008	`` It makes you wonder what else is possible , '' said Ariel D. Anbar of Arizona State University , a co-author of the report .	UNES यह आपको आश्चर्य बनाता है कि क्या और क्या हो सकता है, '' इवैनी डी. अवैनिक राज्य विश्‍वविद्यालय की एकबार, रिपोर्ट के एक सह प्रतिनिधि.	`` it make you wonder what else be possible , '' say ariel d. anbar of arizona state university , a co-author of the report .	UNES यह आपको आश्चर्य बनाता है कि क्या और क्या हो सकता है, '' इवैनी डी. अवैनिक राज्य विश्‍वविद्यालय की एकबार, रिपोर्ट के एक सह प्रतिनिधि.	UNES यह आपको आश्चर्य बनाता है कि क्या और क्या हो सकता है, '' इवैनी डी. अवैनिक राज्य विश्‍वविद्यालय की एकबार, रिपोर्ट के एक सह प्रतिनिधि.
d007.s009	The find is important in the search for life beyond Earth because researchers need to be able to recognize life , to know what life looks like , Anbar said .	इस खोज में पृथ्वी पर जीवन की खोज करना महत्त्वपूर्ण है क्योंकि खोजकर्ता जीवन को पहचान सकते हैं, और यह जानने के लिए कि जीवन कैसा दिखता है, एनबार ने कहा ।	the find be important in the search for life beyond earth because researcher need to be able to recognize life , to know what life look like , anbar say .	इस खोज में पृथ्वी पर जीवन की खोज करना महत्त्वपूर्ण है क्योंकि खोजकर्ता जीवन को पहचान सकते हैं, और यह जानने के लिए कि जीवन कैसा दिखता है, एनबार ने कहा ।	इस खोज में पृथ्वी पर जीवन की खोज करना महत्त्वपूर्ण है क्योंकि खोजकर्ता जीवन को पहचान सकते हैं, और यह जानने के लिए कि जीवन कैसा दिखता है, एनबार ने कहा ।
d007.s010	The study focuses on a microbe found on Earth .	अध्ययन पृथ्वी पर एक माइक्रोबेब पर निर्भर करता है ।	the study focus on a microbe find on earth .	अध्ययन पृथ्वी पर एक माइक्रोबेब पर निर्भर करता है ।	अध्ययन पृथ्वी पर एक माइक्रोबेब पर निर्भर करता है ।
d007.s011	However , the announcement of a news conference to discuss it , which did not disclose details of the find , generated widespread speculation on the Internet that the report would disclose the discovery of extraterrestrial life .	लेकिन, इस पर चर्चा करने के लिए एक समाचार सम्मेलन की घोषणा ने, जो इंटरनेट पर व्यापक अटकलें लगा दी कि रिपोर्ट अतिरिक्‍त आर्थिक जीवन की खोज प्रकट करेगी ।	however , the announcement of a news_conference to discuss it , which do not disclose detail of the find , generate widespread speculation on the internet that the report would disclose the discovery of extraterrestrial life .	लेकिन, इस पर चर्चा करने के लिए एक समाचार सम्मेलन की घोषणा ने, जो इंटरनेट पर व्यापक अटकलें लगा दी कि रिपोर्ट अतिरिक्‍त आर्थिक जीवन की खोज प्रकट करेगी ।	लेकिन, इस पर चर्चा करने के लिए एक समाचार सम्मेलन की घोषणा ने, जो इंटरनेट पर व्यापक अटकलें लगा दी कि रिपोर्ट अतिरिक्‍त आर्थिक जीवन की खोज प्रकट करेगी ।
d007.s012	It did n't .	यह नहीं था.	it do n't .	यह नहीं था.	यह नहीं था.
d007.s013	The discovery `` does show that in other planetary environments organisms might be able to use other elements to drive biochemistry and that the ` standard ' set of elements we think are absolutely necessary for life might not be so fixed , '' commented Charles Cockell , professor at Planetary and Space Sciences Research Institute , Open University , in Milton Keynes , United Kingdom .	खोज आगे दिखाती है कि अन्य ग्रहीय वातावरण में जीव जीव जीव जीव जीव जीव जीव जीव जीव जीव जीव जीव जीव जीव को जीव - रसायन की कोशिकाओं को ड्राइव करने के लिए अन्य तत्वों का उपयोग कर सकते हैं और कि ' मानक' का सेट है हम जीवन के लिए बिल्कुल अनिवार्य नहीं हैं,' चार्ल्स Con CONCONECECECONCE और अंतरिक्ष अनुसंधान केंद्र में प्रोफेसर ने टिप्पणी की, संयुक्त राज्य अमेरिका में , संयुक्त राज्य अमेरिका में।	the discovery `` do show that in other planetary environment organism might be able to use other element to drive biochemistry and that the ` standard ' set of element we think be absolutely necessary for life might not be so fixed , '' comment charle cockell , professor at planetary and space science research institute , open_university , in milton keyne , united_kingdom .	खोज आगे दिखाती है कि अन्य ग्रहीय वातावरण में जीव जीव जीव जीव जीव जीव जीव जीव जीव जीव जीव जीव जीव जीव को जीव - रसायन की कोशिकाओं को ड्राइव करने के लिए अन्य तत्वों का उपयोग कर सकते हैं और कि ' मानक' का सेट है हम जीवन के लिए बिल्कुल अनिवार्य नहीं हैं,' चार्ल्स Con CONCONECECECONCE और अंतरिक्ष अनुसंधान केंद्र में प्रोफेसर ने टिप्पणी की, संयुक्त राज्य अमेरिका में , संयुक्त राज्य अमेरिका में।	खोज आगे दिखाती है कि अन्य ग्रहीय वातावरण में जीव जीव जीव जीव जीव जीव जीव जीव जीव जीव जीव जीव जीव जीव को जीव - रसायन की कोशिकाओं को ड्राइव करने के लिए अन्य तत्वों का उपयोग कर सकते हैं और कि ' मानक' का सेट है हम जीवन के लिए बिल्कुल अनिवार्य नहीं हैं,' चार्ल्स Con CONCONECECECONCE और अंतरिक्ष अनुसंधान केंद्र में प्रोफेसर ने टिप्पणी की, संयुक्त राज्य अमेरिका में , संयुक्त राज्य अमेरिका में।
d007.s014	Cockell was not part of the research team .	सीकेल शोध टीम का हिस्सा नहीं था.	cockell be not part of the research team .	सीकेल शोध टीम का हिस्सा नहीं था.	सीकेल शोध टीम का हिस्सा नहीं था.
d007.s015	`` This work is novel because it shows the substitution of one element for another in fundamental biochemistry and biochemical structure , '' added Cockell .	'# यह काम उपन्यास है क्योंकि यह बुनियादी जीव जीव जीव विज्ञान और जीव रचना में एक तत्व के लिए एक तत्व का परीक्षण दिखाता है,' 'कोल को जोड़ा.	`` this work be novel because it show the substitution of one element for another in fundamental biochemistry and biochemical structure , '' add cockell .	'# यह काम उपन्यास है क्योंकि यह बुनियादी जीव जीव जीव विज्ञान और जीव रचना में एक तत्व के लिए एक तत्व का परीक्षण दिखाता है,' 'कोल को जोड़ा.	'# यह काम उपन्यास है क्योंकि यह बुनियादी जीव जीव जीव विज्ञान और जीव रचना में एक तत्व के लिए एक तत्व का परीक्षण दिखाता है,' 'कोल को जोड़ा.
d007.s016	It was n't a chance discovery .	यह एक मौका खोज नहीं था.	it be n't a chance discovery .	यह एक मौका खोज नहीं था.	यह एक मौका खोज नहीं था.
d007.s017	Felisa Wolfe-Simon of NASA 's Astrobiology Institute , who led the study , targeted Mono Lake because it has high arsenic levels .	वह अध्ययन की अगुवाई करता है, औद्योगीकृत एकल झील क्योंकि इसकी उच्च क्षमता है.	felisa wolfe-simon of nasa 's astrobiology institute , who lead the study , target mono lake because it have high arsenic level .	वह अध्ययन की अगुवाई करता है, औद्योगीकृत एकल झील क्योंकि इसकी उच्च क्षमता है.	वह अध्ययन की अगुवाई करता है, औद्योगीकृत एकल झील क्योंकि इसकी उच्च क्षमता है.
d007.s018	Arsenic and phosphorus are chemically similar , so she speculated that a microbe exposed to both might be able to substitute one for the other .	उसने अनुमान लगाया कि दोनों में एक - दूसरे के बदले एक - के - बाद - एक दूसरे की जगह ले जा सकती है ।	arsenic and phosphorus be chemically similar , so she speculate that a microbe expose to both might be able to substitute one for the other .	उसने अनुमान लगाया कि दोनों में एक - दूसरे के बदले एक - के - बाद - एक दूसरे की जगह ले जा सकती है ।	उसने अनुमान लगाया कि दोनों में एक - दूसरे के बदले एक - के - बाद - एक दूसरे की जगह ले जा सकती है ।
d007.s019	`` Arsenic is toxic mainly because its chemical behavior is so similar to that of phosphorus . ''	Udririri मुख्यतः विषाक्‍त है क्योंकि इसका रासायनिक व्यवहार इतना boosososose के जैसा है. '	`` arsenic be toxic mainly because its chemical behavior be so similar to that of phosphorus . ''	Udririri मुख्यतः विषाक्‍त है क्योंकि इसका रासायनिक व्यवहार इतना boosososose के जैसा है. '	Udririri मुख्यतः विषाक्‍त है क्योंकि इसका रासायनिक व्यवहार इतना boosososose के जैसा है. '
d007.s020	`` As a result , organisms have a hard time telling these elements apart . ''	एक परिणाम के रूप में, जीव इन तत्वों को अलग करने के लिए एक कठिन समय है '	`` as a result , organism have a hard_time tell these element apart . ''	एक परिणाम के रूप में, जीव इन तत्वों को अलग करने के लिए एक कठिन समय है '	एक परिणाम के रूप में, जीव इन तत्वों को अलग करने के लिए एक कठिन समय है '
d007.s021	`` But arsenic is different enough that it does n't work as well as phosphorus , so it gets in there and sort of gums up the works of our biochemical machinery , '' explained Anbar .	'2' लेकिन arenic काफी अलग है कि यह काम करता है और साथ ही साथ boososososese, तो यह वहाँ में हो जाता है और तरह हमारे scuts के काम करता है, 'एकबार कहा. '	`` but arsenic be different enough that it do n't work as well as phosphorus , so it get in there and sort of gum up the work of we biochemical machinery , '' explain anbar .	'2' लेकिन arenic काफी अलग है कि यह काम करता है और साथ ही साथ boososososese, तो यह वहाँ में हो जाता है और तरह हमारे scuts के काम करता है, 'एकबार कहा. '	'2' लेकिन arenic काफी अलग है कि यह काम करता है और साथ ही साथ boososososese, तो यह वहाँ में हो जाता है और तरह हमारे scuts के काम करता है, 'एकबार कहा. '
d007.s022	The researchers collected the bacteria known as GFAJ-1 and exposed it to increasing concentrations of arsenic , which it was able to adapt to and grow .	खोजकर्ताओं ने इन जीवाणुों को जीFJJ- 1 के नाम से इकट्ठा किया और इससे पता चलता है कि इस बीमारी के बारे में लोगों को ज़्यादा जानकारी दी जाती है ।	the researcher collect the bacterium know as gfaj-1 and expose it to increase concentration of arsenic , which it be able to adapt to and grow .	खोजकर्ताओं ने इन जीवाणुों को जीFJJ- 1 के नाम से इकट्ठा किया और इससे पता चलता है कि इस बीमारी के बारे में लोगों को ज़्यादा जानकारी दी जाती है ।	खोजकर्ताओं ने इन जीवाणुों को जीFJJ- 1 के नाम से इकट्ठा किया और इससे पता चलता है कि इस बीमारी के बारे में लोगों को ज़्यादा जानकारी दी जाती है ।
d007.s023	The microbe does grow better on phosphorus , but showing that it can live with arsenic instead raises the possibility that a life form using arsenic could occur naturally , either elsewhere on Earth or on another planet or moon where arsenic is more common .	लेकिन यह दिखाने के बजाय कि यह एक ऐसा जीवन - शैली उत्पन्‍न कर सकता है जो स्वाभाविक रूप से स्वाभाविक रूप से, पृथ्वी पर या किसी अन्य ग्रह पर, या फिर किसी ग्रह पर, कहीं और चाँद पर हो सकता है जहाँ एक व्यक्‍ति ज़्यादा सामान्य है ।	the microbe do grow better on phosphorus , but show that it can live with arsenic instead raise the possibility that a life_form use arsenic could occur naturally , either elsewhere on earth or on another planet or moon where arsenic be more common .	लेकिन यह दिखाने के बजाय कि यह एक ऐसा जीवन - शैली उत्पन्‍न कर सकता है जो स्वाभाविक रूप से स्वाभाविक रूप से, पृथ्वी पर या किसी अन्य ग्रह पर, या फिर किसी ग्रह पर, कहीं और चाँद पर हो सकता है जहाँ एक व्यक्‍ति ज़्यादा सामान्य है ।	लेकिन यह दिखाने के बजाय कि यह एक ऐसा जीवन - शैली उत्पन्‍न कर सकता है जो स्वाभाविक रूप से स्वाभाविक रूप से, पृथ्वी पर या किसी अन्य ग्रह पर, या फिर किसी ग्रह पर, कहीं और चाँद पर हो सकता है जहाँ एक व्यक्‍ति ज़्यादा सामान्य है ।
d007.s024	Jamie S. Foster , an assistant professor of microbiology at the University of Florida , said the idea that arsenic could be substituted for phosphorus is n't new , but there has never been example where it was shown to work .	मेस्फोरस के विश्‍वविद्यालय के एक सहायक प्रोफेसर, फॉफॉफिमस ने कहा कि इस विचार का अर्थ है कि तिफोरस को नया नहीं किया जा सकता है, लेकिन वहाँ कभी भी उदाहरण नहीं दिया गया है जहाँ इसे काम करने के लिए दिखाया गया था.	jamie s. foster , a assistant_professor of microbiology at the university of florida , say the idea that arsenic could be substitute for phosphorus be n't new , but there have never be example where it be show to work .	मेस्फोरस के विश्‍वविद्यालय के एक सहायक प्रोफेसर, फॉफॉफिमस ने कहा कि इस विचार का अर्थ है कि तिफोरस को नया नहीं किया जा सकता है, लेकिन वहाँ कभी भी उदाहरण नहीं दिया गया है जहाँ इसे काम करने के लिए दिखाया गया था.	मेस्फोरस के विश्‍वविद्यालय के एक सहायक प्रोफेसर, फॉफॉफिमस ने कहा कि इस विचार का अर्थ है कि तिफोरस को नया नहीं किया जा सकता है, लेकिन वहाँ कभी भी उदाहरण नहीं दिया गया है जहाँ इसे काम करने के लिए दिखाया गया था.
d007.s025	Arsenic was more common in the early times on Earth , she said , so researchers have speculated that early life forms might have used it .	वह कहती है कि पृथ्वी पर शुरू - शुरू में, एरनिकों ने अटकलें लगा रखी है कि शुरूआती तौर - तरीकों ने उसे इस्तेमाल किया होगा ।	arsenic be more common in the early time on earth , she say , so researcher have speculate that early life_form might have use it .	वह कहती है कि पृथ्वी पर शुरू - शुरू में, एरनिकों ने अटकलें लगा रखी है कि शुरूआती तौर - तरीकों ने उसे इस्तेमाल किया होगा ।	वह कहती है कि पृथ्वी पर शुरू - शुरू में, एरनिकों ने अटकलें लगा रखी है कि शुरूआती तौर - तरीकों ने उसे इस्तेमाल किया होगा ।
d007.s026	`` It does suggest that that there could be other ways to form life , not just how life formed on early Earth , '' said Foster , who was not part of Wolfe-Simon 's research team .	WURI यह सुझाव देता है कि जीवन बनाने के लिए अन्य तरीके हो सकता है, न कि कैसे जीवन पृथ्वी की शुरुआत पर किया जा सकता है, ',' फूस्टर ने कहा, जो वुल्फ- मोर्स टीम का हिस्सा नहीं था.	`` it do suggest that that there could be other way to form life , not just how life form on early earth , '' say foster , who be not part of wolfe-simon 's research team .	WURI यह सुझाव देता है कि जीवन बनाने के लिए अन्य तरीके हो सकता है, न कि कैसे जीवन पृथ्वी की शुरुआत पर किया जा सकता है, ',' फूस्टर ने कहा, जो वुल्फ- मोर्स टीम का हिस्सा नहीं था.	WURI यह सुझाव देता है कि जीवन बनाने के लिए अन्य तरीके हो सकता है, न कि कैसे जीवन पृथ्वी की शुरुआत पर किया जा सकता है, ',' फूस्टर ने कहा, जो वुल्फ- मोर्स टीम का हिस्सा नहीं था.
d007.s027	The research was supported by NASA , the Department of Energy and the National Institutes of Health .	एन. ए., अमरीका (g01 9 / 8)	the research be support by nasa , the department_of_energy and the national_institutes_of_health .	एन. ए., अमरीका (g01 9 / 8)	एन. ए., अमरीका (g01 9 / 8)
d008.s000	The democratic routine	लोकतांत्रिक व्यवहार	the democratic routine	लोकतांत्रिक व्यवहार	लोकतांत्रिक व्यवहार
d008.s001	Support for democracy in Latin America continues to edge up , as does backing for private enterprise .	लैटिन अमरीका में लोकतंत्र का समर्थन आज भी जारी है, जैसे निजी व्यवसाय के लिए समर्थन देती है.	support for democracy in latin_america continue to edge up , as do backing for private_enterprise .	लैटिन अमरीका में लोकतंत्र का समर्थन आज भी जारी है, जैसे निजी व्यवसाय के लिए समर्थन देती है.	लैटिन अमरीका में लोकतंत्र का समर्थन आज भी जारी है, जैसे निजी व्यवसाय के लिए समर्थन देती है.
d008.s002	Crime has become a bigger worry than unemployment .	अपराध बेरोज़गारी से एक बड़ी चिंता बन गया है ।	crime have become a bigger worry than unemployment .	अपराध बेरोज़गारी से एक बड़ी चिंता बन गया है ।	अपराध बेरोज़गारी से एक बड़ी चिंता बन गया है ।
d008.s003	And Brazil is seen as more influential than the United States across much of the region .	और ब्राज़ील को अमरीका के ज़्यादातर इलाकों से ज़्यादा प्रभावशाली माना जाता है ।	and brazil be see as more influential than the united_states across much of the region .	और ब्राज़ील को अमरीका के ज़्यादातर इलाकों से ज़्यादा प्रभावशाली माना जाता है ।	और ब्राज़ील को अमरीका के ज़्यादातर इलाकों से ज़्यादा प्रभावशाली माना जाता है ।
d008.s004	Those are some of the findings of the latest Latinobarómetro poll taken in 18 countries and published exclusively by The Economist .	ये १८ देशों में किये गये नवीनतम लैटिनोबारॉथिस्ट सर्वेक्षणों की कुछ खोज हैं और मुख्यतः दी इकॉनिस्टिस्टिस्टिका द्वारा प्रकाशित किए गए हैं ।	those be some of the finding of the latest latinobarómetro poll take in 18 country and publish exclusively by the economist .	ये १८ देशों में किये गये नवीनतम लैटिनोबारॉथिस्ट सर्वेक्षणों की कुछ खोज हैं और मुख्यतः दी इकॉनिस्टिस्टिस्टिका द्वारा प्रकाशित किए गए हैं ।	ये १८ देशों में किये गये नवीनतम लैटिनोबारॉथिस्ट सर्वेक्षणों की कुछ खोज हैं और मुख्यतः दी इकॉनिस्टिस्टिस्टिका द्वारा प्रकाशित किए गए हैं ।
d008.s005	Because the poll has been taken regularly since 1995 , it tracks changes in attitude across the region .	क्योंकि १९९५ से यह सर्वे नियमित रूप से लिया गया है, यह क्षेत्र के पार मनोवृत्ति में परिवर्तन करता है ।	because the poll have be take regularly since 1995 , it track change in attitude across the region .	क्योंकि १९९५ से यह सर्वे नियमित रूप से लिया गया है, यह क्षेत्र के पार मनोवृत्ति में परिवर्तन करता है ।	क्योंकि १९९५ से यह सर्वे नियमित रूप से लिया गया है, यह क्षेत्र के पार मनोवृत्ति में परिवर्तन करता है ।
